gene_symbol,gs_name,source,description
Mrpl32,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Setdb1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ppil4,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Gnrh1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Prpsap1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ppfibp1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mtif3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Kctd5,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sdc4,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nbr1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Brca1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Exosc10,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Taok1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cdc6,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Wsb1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ppp2r5c,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sgk2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ptgis,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ints2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Kpna2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Cep95,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
8-Sep,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
C1qbp,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Chd3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ncor1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pip4k2b,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pnpo,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mpdu1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Atp5g3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Acsl1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pank3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pelp1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Nop9,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Psmc3ip,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ubb,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ap4m1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mydgf,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Akt3,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Rmnd1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Slc17a8,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Uhrf1bp1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Psen1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Hbs1l,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Med23,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ahi1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pde7b,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Mtfr2,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Ndufa12,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Sirt1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tysnd1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Pcbd1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Dnajb12,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Tbk1,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
Vps54,HSF1_targets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6888953/,"Table S4: HSF1 target genes in mouse by tissue/cell type. . ‘Shared targets’: List of HSF1 target genes shared between at least two examined cell types in mouse, only direct interaction"
